r1,phi1,z1,r2,phi2,z2,r3,phi3,z3,theta_break,phi_break,label
32.03496416259685,1.9863703113231375,-177.81100463867188,33.5723008111701,1.9861995288313605,-186.12100219726562,72.61105609859048,1.9938041022769042,-396.5140075683594,0.0032702355872539384,0.0005347784779989908,1.0
31.58813155647809,3.1823496211526288,-76.44979858398438,73.13945819291803,3.1704527647266882,-186.6840057373047,117.12385596430687,3.15640922053156,-303.53900146484375,0.009999326218149718,0.00046875161816858007,1.0
73.13945819291803,3.1704527647266882,-186.6840057373047,117.12385596430687,3.15640922053156,-303.53900146484375,173.48198968825594,3.1382196226810546,-453.22698974609375,0.011501544055860338,8.980457613531273e-05,1.0
31.807783840521004,4.896381825337262,-79.64219665527344,71.66409372445747,4.892448660169347,-179.22999572753906,116.34357027015784,4.888009937609612,-290.864990234375,0.0031284243633380045,1.3319471095625555e-05,1.0
31.523586122025588,4.975636463164358,-88.04830169677734,72.4903460858962,4.985080140472739,-199.54600524902344,116.57587418050454,4.9958717432528505,-319.8559875488281,0.0073710816706207515,0.0008721901616309055,1.0
72.4903460858962,4.985080140472739,-199.54600524902344,116.57587418050454,4.9958717432528505,-319.8559875488281,172.90713606587698,5.009804714104118,-473.50299072265625,0.008615385942198659,0.0001718681562820894,1.0
116.57587418050454,4.9958717432528505,-319.8559875488281,172.90713606587698,5.009804714104118,-473.50299072265625,262.69811883197144,5.031047277438021,-718.7999877929688,0.01146270536227043,0.0005093660385231803,1.0
31.84155068738003,5.282321065677213,-110.0790023803711,71.24065994113872,5.269701397113978,-242.9250030517578,115.75332869199119,5.25592456289385,-393.3370056152344,0.007297185937397888,0.0005874703136469524,1.0
31.551238087509038,5.749876149989908,-90.09609985351562,72.84908205480272,5.742678454386205,-192.8699951171875,116.32979954574323,5.734663879405837,-301.0530090332031,0.005946077773721415,7.414225604702008e-05,1.0
72.84908205480272,5.742678454386205,-192.8699951171875,116.32979954574323,5.734663879405837,-301.0530090332031,171.33106041933857,5.724393823686536,-437.8320007324219,0.006928268007090844,0.00017182689363677312,1.0
116.32979954574323,5.734663879405837,-301.0530090332031,171.33106041933857,5.724393823686536,-437.8320007324219,173.2268862380803,5.724040399862539,-442.54998779296875,0.003947166715497904,0.000248258531963181,1.0
31.43983072356946,5.828773744941014,-76.5636978149414,72.05057337982367,5.813556038393503,-187.1699981689453,115.50405753304318,5.797080674093369,-305.4010009765625,0.011047202885709118,0.0003220835411254873,1.0
72.05057337982367,5.813556038393503,-187.1699981689453,115.50405753304318,5.797080674093369,-305.4010009765625,117.54956728460492,5.79630629851289,-310.9490051269531,0.006044573177769299,0.001023801200198323,1.0
115.50405753304318,5.797080674093369,-305.4010009765625,117.54956728460492,5.79630629851289,-310.9490051269531,171.87943528718256,5.775839408931967,-458.4460144042969,0.007270570450153395,0.00030581393230065643,1.0
117.54956728460492,5.79630629851289,-310.9490051269531,171.87943528718256,5.775839408931967,-458.4460144042969,258.8712921452374,5.742613448086876,-694.5999755859375,0.01887279564535703,2.0859826811178826e-05,1.0
171.87943528718256,5.775839408931967,-458.4460144042969,258.8712921452374,5.742613448086876,-694.5999755859375,363.87210857843036,5.704382806167579,-982.0,0.02307429426416365,0.002663501298987662,1.0
32.21238923850483,6.0073160730693544,-87.95909881591797,72.01217027856505,6.01446180634421,-182.31399536132812,115.67843240965004,6.022162492242578,-285.76300048828125,0.005689439212913948,0.0002502770734849576,1.0
72.01217027856505,6.01446180634421,-182.31399536132812,115.67843240965004,6.022162492242578,-285.76300048828125,171.09082658778303,6.03193547643601,-417.2950134277344,0.00681932784091522,0.0006959909422073423,1.0
115.67843240965004,6.022162492242578,-285.76300048828125,171.09082658778303,6.03193547643601,-417.2950134277344,261.50103675339477,6.047602842605811,-632.4000244140625,0.009687718003811218,0.0008301559760865908,1.0
31.65200730807104,0.45232290853720497,-77.32759857177734,32.68701054430469,0.4518619188028609,-79.85299682617188,72.68204511648018,0.453609407868109,-177.44000244140625,0.0065504705454759735,1.8200168725241344e-06,1.0
32.68701054430469,0.4518619188028609,-79.85299682617188,72.68204511648018,0.453609407868109,-177.44000244140625,115.77047192047829,0.45621913364402206,-282.5409851074219,0.0021210159515672993,0.0001129494375995999,1.0
72.68204511648018,0.453609407868109,-177.44000244140625,115.77047192047829,0.45621913364402206,-282.5409851074219,171.862837017557,0.46004101139323406,-419.35699462890625,0.0027721797958968754,1.0483165474280997e-05,1.0
32.042246962234536,0.5347514011763499,-81.35289764404297,71.88996084226268,0.5326045253430185,-182.42999267578125,116.47425065420651,0.5306756307742644,-295.5069885253906,0.001215949722184038,4.473101741887302e-05,1.0
71.88996084226268,0.5326045253430185,-182.42999267578125,116.47425065420651,0.5306756307742644,-295.5069885253906,172.13866061672,0.5282790111589508,-436.6789855957031,0.001577828454148918,1.68621634882757e-05,1.0
116.47425065420651,0.5306756307742644,-295.5069885253906,172.13866061672,0.5282790111589508,-436.6789855957031,260.59170634294196,0.5246188776016151,-661.2000122070312,0.0021344437418457005,0.0002932120699598004,1.0
32.27396588743773,0.8938347628783242,-111.5479965209961,71.50765049716469,0.9101331151789563,-238.9459991455078,115.43122039798935,0.9274211681059866,-381.6239929199219,0.00942383497647896,0.00010092046708803503,1.0
73.26981890744348,1.591442173135543,-203.8800048828125,115.3979618460755,1.5800718397798994,-325.9880065917969,117.25949852110985,1.5795584587962959,-331.3840026855469,0.004096971633448808,2.00337564269696e-05,1.0
31.95786725557706,1.3340576816192156,-129.38900756835938,71.70424790608686,1.349223947968427,-289.989990234375,116.6662338321766,1.366160633992951,-471.781005859375,0.007625606179771663,0.00014833294067355518,1.0
31.494455028085834,1.9663218701323966,-71.40709686279297,33.259246778904696,1.9675093970553745,-76.01219940185547,73.26121692771153,1.9846721564188274,-181.0850067138672,0.004266783871306492,0.002197514152248344,1.0
33.259246778904696,1.9675093970553745,-76.01219940185547,73.26121692771153,1.9846721564188274,-181.0850067138672,116.12704089975823,2.001446572988661,-293.8869934082031,0.01109169966387433,0.0006095051484117995,1.0
73.26121692771153,1.9846721564188274,-181.0850067138672,116.12704089975823,2.001446572988661,-293.8869934082031,173.05382251690313,2.0243016149244926,-443.5090026855469,0.01451913537747463,0.0004029092628026548,1.0
31.53563144721129,2.770714019801492,-80.1166000366211,33.05605562897118,2.771202599959516,-83.98650360107422,73.12191862514631,2.778886036428799,-186.0240020751953,0.0014356251826219734,0.00019582183997248262,1.0
